review,labels,flight_delay_cancellation,checkin_boarding_process,baggage_issues,inflight_experience,pricing_fees,online_booking,date
Cabin crew were amazing. Inflight service is the best Ive had so far. Food was good and cutleries clean and neatly wrapped. Aircraft looked really new and clean. Seating was quite comfortable. Overall I had a pleasant experience flying Qatar airways and would gladly choose to fly them again,inflight_experience_positive,0,0,0,1,0,0,2025-11-21 23:34:39.055811162
My wife and I flew Melbourne to Kuala Lumpur with Air Asia X on an Airbus A330. We were in Premier Flex which includes what is called a hot seat in the front row of the child free quiet zone priority check in boarding and exiting 20kg baggage one hot meal and a bottle of water. Any thing else you pay for. Left and arrived on time crew fine. Great value for money.,checkin_boarding_process_positive | inflight_experience_positive | pricing_fees_positive,0,1,0,1,1,0,2025-11-21 23:40:24.724944989
Very bad experience. I lost business meetings because of the delays and the bad service. They caused me a big lost of money. It took more then 12 hours and 3 flights to arrive from TLV to Malaga should take max 5 hours of flight. First flight from Tel Aviv to Vienna they lost the slot of departure then instead of flying directly to Malaga they sent me in a Lufthansa flight to Frankfort and then another flight from Frankfurt to Malaga. I went out at 200 am and arrive to destination at 1800.,flight_delay_cancellation_negative | checkin_boarding_process_negative,-1,-1,0,0,0,0,2025-11-21 23:46:10.394078815
Paris to Seville. I purchased two tickets for travel in September from JUSTFLY where nopenalty 24hour cancellation was clearly stated. Unfortunately when I then had to cancel neither JUSTFLY nor Transavia honored the policy. JUSTFLY told me I had to contact the airline but no one at JUSTFLY had the Transavia phone number on the Transavia website it said I had to ask the booking agent for authorization to cancel. Transavia wrote me denying the cancellation. This is dreadfully deceptive practice.,flight_delay_cancellation_negative | online_booking_negative,-1,0,0,0,0,-1,2025-11-21 23:51:56.063212642
First of all while booking online only Credit Card payments are allowed they dont allow netbanking or debit Card payments. No Option of changing your meal or seat preferences after booking. No Option to enter loyality Programme Details after booking. No option of online checkin real shame who has design this Website. Before flying itself faced too much problems.,online_booking_negative | checkin_boarding_process_negative,0,-1,0,0,0,-1,2025-11-21 23:57:41.732346469
The flight was late but the service on board was prompt and affable. The food is particularly nice for a European regional carrier. The biggest problem was that as in other cases before the miles were not registered. Every time it takes a series of emails to get them registered to Miles and More or other rewards programs.,flight_delay_cancellation_negative | inflight_experience_negative,-1,0,0,-1,0,0,2025-11-22 00:03:27.401480296
I have BA silver membership. This promises fast track choice of seats at booking priority boarding and lounge access. I would advise all travellers that in reality these benefits are intermittent at best and unavailable at worst. The majority of the time my seat choice is changed fast track at Heathrow is slower than the normal queue and the lounges so overcrowded that its sometimes hard to find a seat. The Iberia lounge at Madrid is equality poor with stale tortilla the only offering at breakfast. British Airways is a rip off. I have uploaded by way of example a seat map of their A321 and seat 22c. This seat is not extra legroom and is cramped like the others. Yet on BA.com they will try to sell it as an exit seat as if it has extra legroom. I recently travelled on Virgin Atlantic and Cathay Pacific in business and economy and it really struck me just how abysmal BAIberia are by comparison.,checkin_boarding_process_negative | inflight_experience_negative | pricing_fees_negative,0,-1,0,-1,-1,0,2025-11-22 00:09:13.070614122
Hong Kong to Incheon. I have been a loyal Diamond member of Asiana Airlines for many years. I believe Asianas strategy was to sell front and exit row to compete with rising LLCs. This time I travelled with my wife and my 9 month old daughter. The 3 of us are already registered as family members. When we arrived at Hong Kong airport counter the ground staff gave us the middle row about 67 rows from the front. I asked if we could get the front row with bassinet seat but the staff says the seats are for sale and the staff was kind enough to share that no one paid extra to get the front row and unless I pay extra for it the plane will fly with the front row empty. As the staff said the plane took off with the front row empty. We asked the flight crews if we could move to the front row but they said they couldnt help due to the internal policy. When I landed I called the customer service asking to speak to the person in charge. Apparently there is no channel to speak to the responsible person directly. I can only fill in the Customers Voice page on the website which I have done a few times prior to this incident but emails that seem autogenerated were returned to my inbox. Asiana seems intentional with shutting down communication channels with the customers as they know there will be frequent complaints from loyalty customers as they lowered their service quality.,checkin_boarding_process_negative | inflight_experience_negative,0,-1,0,-1,0,0,2025-11-22 00:14:58.739747949
This was my first experience with Emirates and I was surprised how average it was. Maybe expectations were too high but this experience was just not as good as Emirates promotes itself best airline Really The aircraft was not new and a few seats were damaged. The cabin was not clean. The staff were not friendly and once they totally ignored my request for assistance. Entertainment system was not very handy the touchscreen was not working properly on both flights so I had to use an old and an uncomfortable joystick. I didnt like the selection of movies either there were many movies in the database including Asian Bollywood etc but all of the Western movies were more or less of the same genre. Same with TV shows. The dinner was very good however only one real meal on a long haul flight was not sufficient only an old sandwich was given before landing. There were no snacks or beverages in between. No amenity kits provided. There was wifi onboard 2 hours free. On a positive note you can checkin 2 bags 32 kg each. Overall it was all okay because Emirates flight was the cheapest one among all flights available for this route and date. I would be very disapointed otherwise though.,inflight_experience_negative | pricing_fees_positive,0,0,0,-1,1,0,2025-11-22 00:20:44.408881776
Dont use swoop. Hidden fees everywhere than they do not allow any cancelations without a compete loss of all money. We paid 911 for a round trip to Vegas. Due to unforeseen obstacles we were unable to make it. We then tried to cancel and they wouldnt cancel or refund anything. Complete waste of 911 for nothing. I will not ever use swoop or West jet again. As they are the parent company who allows this type of business to operate,flight_delay_cancellation_negative | pricing_fees_negative,-1,0,0,0,-1,0,2025-11-22 00:26:30.078015603
Over 1000 NOK 100 Euros for checking in at airport. Online check in closes 3 hrs before no info in my reservation about this. A small fee I could understand this is just crazy because they know we will pay anyway.,checkin_boarding_process_negative | pricing_fees_negative,0,-1,0,0,-1,0,2025-11-22 00:32:15.747149430
Indore to Delhi. When we arrived at Delhi airport our bag was not received on the belt which was a shock for us as it had all stuff as I was in Indore for more than a month so carried everything along with me. Even after dropping them mails several time didnt receive any proper response. After 21 days of lost baggage they are paying us with just Rs 2450 which is less than the price of my empty bag. This is completely disgusting. Will never travel Jet Airways again.,baggage_issues_negative,0,0,-1,0,0,0,2025-11-22 00:38:01.416283256
Gatwick to Alicante. On my outbound flight 23 Sept I gave BA almost 10 out of 10 across the board in a review they invited me to complete. On my return flight 26 Sept it was a different matter. From entering Alicante airport up until boarding the service was by comparison below standard except the VIP lounge which was good. Travelling Club Europe had no advantages. Only one check in open for all passengers no bag drop facilities no facility to print boarding passes. When invited to board we had to wait 20 minutes on the ramp before being let on the plane. The Iberia factor. Honestly you wouldnt have thought it was the same company. Once on the plane everything went like clockwork.,checkin_boarding_process_negative | inflight_experience_positive,0,-1,0,1,0,0,2025-11-22 00:43:47.085417083
We had a flight ticket issued by Turkish Airlines with one connection in Istanbul. Because of the delay of the 1st flight we missed the 2nd one whereas we reached the boarding gate 10mn before departure time. However the delay was known before the take off and increased during the flight. And none of the crew members was able to give us information. The 2nd did not to wait for us whereas we could have caught the flight if the gate was still open 10 minutes before the departure time. Anyway after this missed connection we were sent to 3 different desks during more than 2 hours to get through our missed flight transfer desk ticket sales and hotel desk. We got poor information and no one from Turkish Airlines apologized. In the end we finally got a flight for the next day 24 hours later and a hotel in Istanbul. We sent a complain and refund request to Turkish Airlines to get compensation and Turkish Airlines rejected all requests.,flight_delay_cancellation_negative | checkin_boarding_process_negative,-1,-1,0,0,0,0,2025-11-22 00:49:32.754550910
In January 2023 I was originally supposed to go to Cape Town with Taag via Luanda. When checking in I had the problem that I had to confirm that I had a yellow fever vaccination. Since I couldnt do that I contacted the airline. She told me that I really need one. So I had to cancel my flight a few hours before departure and book a new flight and now have 809 euros 350 euros additional costs. Ultimately after IATA and the Embassy of South Africa I wouldnt have needed one. The contact runs via Whats App which is more than catastrophic. The embassy from Angola has also been blazing with absolute ignorance for the past 3 weeks. I would definitely not fly with them again and I can really advise everyone against this airline. Im Januar 2023 sollte es fur mich ursprunglich mit Taag uber Luanda nach Cape Town gehen. Beim Einchecken hatte ich das Problem dass ich bestatigen musste dass ich uber eine Gelbfieberimpfung verfuge. Da ich das nicht konnte habe ich mich mit der Airline in Verbindung gesetzt. Diese gab mir gegenuber an dass ich wirklich eine benotige. Ich musste also ein paar Stunden vor Abflug meinen Flug stornieren und einen neuen Flug buchen und habe nun 809 Euro 350 Euro Mehrkosten. Letztendlich hatte ich aber nach IATA und der Botschaft von Sudafrika doch keine gebraucht. Der Kontakt lauft uber Whats App was mehr als katastrophal ist. Auch die Botschaft von Angola glanzt seit 3 Wochen mit absoluter Ignoranz. Ich wurde auf keinen Fall mehr mit denen fliegen und kann jedem wirklich dringend von dieser Fluggesellschaft abraten.,flight_delay_cancellation_negative | checkin_boarding_process_negative | pricing_fees_negative,-1,-1,0,0,-1,0,2025-11-22 00:55:18.423684737
JFK to TLV via Baku with Azerbaijan Airlines was a very good experience. Nice plane A340 with plenty of leg space. Comfortable and the kosher food was also very good. They have to work on the transfer process in Baku because it takes so long for the security and you have to go through this about 5 times before you get on your connecting flight.They should work on it.,checkin_boarding_process_negative | inflight_experience_positive,0,-1,0,1,0,0,2025-11-22 01:01:04.092818563
Worst airline ever. They charged me 45 euro cause the check in didnt made by my phone. They cannot service quality so they are trying to take your money by this appropriate way. I dont recommend it at all.,checkin_boarding_process_negative | pricing_fees_negative,0,-1,0,0,-1,0,2025-11-22 01:06:49.761952390
12222014 flight 1579 and 122015 flight 1574. My first impression theres definitely plenty of room for improvement in the areas of customer service. On a positive note the actual flights themselves were great however there were several issues that left me frustrated and stressed out not a good way to start and end vacation lack of efficiency lack of sensitivity care and compassion for customer sensitive issues such as held back luggage inconsistent information unclear information resulting in a surprise 280 in luggage fees. Lack of attentiveness to customer inconsistent protocol you need signs posted in the airport and dont cover up gate doors with plants so that customers can find you.,baggage_issues_negative | checkin_boarding_process_negative | pricing_fees_negative,0,-1,-1,0,-1,0,2025-11-22 01:12:35.431086217
Our Agency booked the whole package to Las Vegas flying with Swoop. Our flight was Dec 10 to Dec 15. When we were about to check in on Dec 9 on SWOOP website. It says our flight has changed to Dec 12 to 14. We already had everything booked and paid for including our hotel and activities. Swoop just changed our flights without any notice Dec 1214 So they expect us to fly there and come back in one day How ridiculous is that When we tried to contact SWOOP by phone theres no one there to pick up the phone. Theres no email to contact. The only way is through Messenger and after waited for a long time and repeated myself 5 times they finally got back to me and told me to just cancel the flight. Now I have to cancel everything and some of the activities have no refund. And hotel cancellation has to be at least 48 hours or no refund. Swoop totally screwed us over. Ruined our trip and cost us a lot of money,flight_delay_cancellation_negative | checkin_boarding_process_negative,-1,-1,0,0,0,0,2025-11-22 01:18:21.100220044
Check in was extremely chaotic at both Mumbai to Sharjah. I was only checked in 1hr before departure in spite of arriving 2.5 hrs early at BOM. Air India handles Air India express check in at BOM and they were not helpful at all more like clueless on how to handle the check in. Was hoping to at least fly on one of the newer planes. Unfortunately on both sectors BOMSHJ return I flew on the older ones. Bringing positives in view first Cabin Crew on both flights surprisingly stood out. All 4 or them were helpful in every way. Always received a Your Welcome when I thanked them. Another plus was the small snack box consisting of juice few snacks a water bottle. Tea and coffee service was also done with refills provided which was really nice. The crew were more than willing to offer one more snack box if requested. The seat was alright. However coming to the negatives the entire cabin wasnt in good condition. It gave a very old feeling. The washrooms did not have any lighting inside and it was dark if you had to use it. Overall I would not recommend to fly with this airline as they need to improve all areas from start to end to better the passenger experience. The crew are the only people who stand out.,checkin_boarding_process_negative | inflight_experience_negative,0,-1,0,-1,0,0,2025-11-22 01:24:06.769353870
Overall good customer service quick checkin 3 meals on Syd Del sector and one meal Del BOM sector. Staff were attentive and courteous. decent leg space. Normally 787 has a high level of humidity and moisture but these aircraft were very dry dont know did they change the settings as a result you feel quite dry on these flights. I was lucky my entertainment unit worked but the volume is always high. The aircraft was clean but their bathroom stinks. Except for the bathroom and entertainment all went well.,inflight_experience_negative | inflight_experience_positive | checkin_boarding_process_positive,0,1,0,1,0,0,2025-11-22 01:29:52.438487697
Moscow to Krasnoyarsk. One of the worst customer service in Russia. An absolutely useless customer service. I was overcharged for baggage fees. I was trying to reach out to supervisor for 1month through phone and email and the correspondence was extremely slow and absolutely useless. This company reps are very incompetent and rude and still living in the 20th century.,baggage_issues_negative | pricing_fees_negative,0,0,-1,0,-1,0,2025-11-22 01:35:38.107621524
Both flights StuttgartParis and ParisChicago were on time. The shorthaul flight was operated by Cityjet for Air France and uneventful. The longhaul flight was operated on a quite dated A330200 there were still ashtrays built onto the armrests and the seats were very narrow. There were individual screens however these were old too small responded slowly and it took 1.5h and two resets until the entertainment system in the aircraft finally worked. The catering was average. We liked however that even in economy class you can get champagne. The flight attendants seemed genuinely friendly and did they work very well.,inflight_experience_negative | inflight_experience_positive,0,0,0,1,0,0,2025-11-22 01:41:23.776755351
Xian to Xiamen in November 2017. Check in at Xian was hassle free. A320 without personal IFE. A drop down LED monitor is fitted on every subsequent 3 rows. The quality of the flight catering is similar to some other airlines in China taste is average but the portion was sufficient. To conclude the flight journey was a smooth and pleasant one.,checkin_boarding_process_positive | inflight_experience_positive,0,1,0,1,0,0,2025-11-22 01:47:09.445889177
Dubai to Zurich. Our flight to Zurich departed on time and we were warmly welcomed by the crew who provided a very attentive and excellent service on a full flight. The spacious cabin and very comfortable seat made it also a very relaxed flight. The food and drinks were again of very high standard. The chauffeur service during my trip was excellent always punctual and the service made travelling very smooth I was provided with an exceptional good service by very friendly and caring cabin crew. I always felt very welcomed and very well looked after. In the past I had flown Emirates in Economy which had also been a very positive experience and did not regret for one moment choosing them for flying business.,inflight_experience_positive | checkin_boarding_process_positive,0,1,0,1,0,0,2025-11-22 01:52:55.115023004
Istanbul to Sarajevo. My family and myself are having the worst possible nightmare in the Istanbul Airport. We were delayed on boarding by two unprofessional Turkish Airlines staff member who without even telling us requested our bags to be thrown out of our airplane. When we saw that we started asking questions and were simply told that we will be flying later no reason explained or apology given. As a reward for our trust in them we are just completing our 24 hours stay at the Istambul Airport asking ourselves why we where prevented from taking the flight.,flight_delay_cancellation_negative | checkin_boarding_process_negative,-1,-1,0,0,0,0,2025-11-22 01:58:40.784156831
Spirit is the worst airline Ive ever flown on by far. They seem cheap but charge you a ton for both a carry on and checked bag actually making it more expensive than a better airline. For a single flight from Nashville to Philadelphia we were delayed for 8 hours got on the plane were told by the crew that the flight was cancelled because they were late and couldnt get additional hours approved. Went to Spirit desk to get rebooked along with the rest of the plane and was told they wouldnt cover a hotel or any food which is illegal and then lied and said the reason they couldnt take off was weather related so they wouldnt be obligated to pay as thats an Act of God so we had to get our own food Ubers and hotel which cost even more before going to our next flight they gave us a worse flight too no longer direct with no reimbursement in any fashion. We even missed work because of this. That flight is also delayed in Orlando which resulted us not getting home until 3 in the morning with work the next day. There was even a fight at the gate which Spirit employees did nothing about Dont even try to contact theyre customer service either they were all rude and unhelpful of they answered at all. When I told one of them Spirits policy was breaking the law by not providing accommodations they said Yes that is correct. Which I promptly took a screenshot of. Not a single employee was willing to help or find a way to help escalate any of these issues to someone who could do something about it. The only recourse they give you is legal action. This is by far the worse experience Ive ever had with not only a plane but a company in general.,flight_delay_cancellation_negative | checkin_boarding_process_negative | pricing_fees_negative,-1,-1,0,0,-1,0,2025-11-22 02:04:26.453290658
This was a flight that my daughter chose because their prices were so cheap but we quickly found that there was a catch. First off they nickel and dime you for everything from your carry on your purse all the way to a cup of water. The plastic chairs have zero comfort. The staff are rude and really dont care what you want or need. I sat In an aisle seat and the employee continued to walk by me hitting me and never once apologized. It was a 5 hour flight and it was just horrible the flight the energy and the people. Never again I will stay with Alaska and Delta from now on. Even though their tickets are slightly more at least they welcome me with a drink I dont have to pay for and Ill never pay to carry my purse with me.,inflight_experience_negative | pricing_fees_negative,0,0,0,-1,-1,0,2025-11-22 02:10:12.122424485
Gatwick to Barcelona. Really nice services great value for money. One of the best flights to Barcelona. Paid 120 eur for return ticket and I had 2 hold luggage included Which other airline does that Very nicely impressed super new clean airplanes. Great flight. For sure will fly again with them.,pricing_fees_positive | inflight_experience_positive,0,0,0,1,1,0,2025-11-22 02:15:57.791558311
SYD to Mauritius. Excellent service and quite comfortable for Economy class. Flight attendants friendly always coming through the cabin with water. Plenty of food provided.,inflight_experience_positive,0,0,0,1,0,0,2025-11-22 02:21:43.460692138
New aircraft ontime courteous staff and what I can ask more from low cost airline. I had 23kg checkin and about 67 kg personal under their size measure and it was not a single hitch in taking care of my luggage and all in 120 booked one day before Thanks for your beautiful services within such reasonable price,checkin_boarding_process_positive | baggage_issues_positive | pricing_fees_positive,0,1,1,0,1,0,2025-11-22 02:27:29.129825965
The security is amazing so quick its almost worth the way you are treated on the flight almost. Going from Dublin to LA we had a engine fault. Totally get it it could happen to any good airline. We were trapped on the flight for one and a half hours before air conditioning could be turned on. Then we were freezing. After a two hour delay we were off. This was my first long haul with Aer Lingus post covid a lot has changed. The bar came round once What you are not told is there is no complementary wine with your meal just a tiny tiny cup of water. Luckily for me I ordered two drinks to see me through to past dinner. Food was OK as soon as dinner was served the cabin staff disappeared and I mean disappeared I found them all about 5 hours later literally hiding in the galley. I asked if I could purchase a bottle of water gone are the heady days when someone quietly came round the cabin asking if anyone required water on an 11 hour flight no we have no bottles I was told. Some one took pity on me and gave me one from business class. As a walked back to my seat clutching my bottle other travellers gasped with cracked lips where did you get that that was going to LA on way back exactly the same issues only I told the line to buy water before boarding. We landed in Dublin to something described as a breakfast burrito it was hell on earth and to add insult to injury we were not even offered a coffee Shame on you Aer Lingus shoddy shoddy customer service in case anyone is wondering it was a 750 ticket. This is definitely what I would call a no frills air line. Funnily enough I was offered a coffee to purchase from Dublin to Edinburgh. Too little too late absolutely shameful.,flight_delay_cancellation_negative | inflight_experience_negative | pricing_fees_negative,-1,0,0,-1,-1,0,2025-11-22 02:33:14.798959792
I probably dont have to tell you how angry I am It has been 4 weeks since Sun Country Airlines lost my luggage I have called a million times listed all my items provided what receiptsproof I could and they sent me an email saying I need to send receipts Who keeps receipts for all their personal belongings I will never fly with them again,baggage_issues_negative,0,0,-1,0,0,0,2025-11-22 02:39:00.468093618
Business class Moscow to Chisinau. I was the only business class passenger. Good condition A320. Flight was on time FA was smart pretty smiling and hospitable. Cabin service was fine a full breakfast served and service was attentive. I was pleasantly surprised.,inflight_experience_positive,0,0,0,1,0,0,2025-11-22 02:44:46.137227445
Helsinki to Beirut via Istanbul. Never again will I travel by Turkish Airlines I had a flight connection from Helsinki to Beirut and both trips were late by 1 hour. I dont understand the delay Also when on board the stewardess were very slow in serving the food and the drinks.,flight_delay_cancellation_negative | inflight_experience_negative,-1,0,0,-1,0,0,2025-11-22 02:50:31.806361272
I flew Business Class BangkokAmman upon boarding I could not find a space for my one piece of hand luggage as the overhead locker and those near it were all full. There was a member of cabin crew looking at us but he did not offer to help so I asked him to help me find a space as the economy class passengers were streaming through the business class cabin and I was finding it hard to move around. He seemed very unwilling but looked in a locker further away so I mentioned that he could rearrange some backpacks on the locker above my seat or the one next to it to make some room. He told me not to tell him what to do and to shut up and wait so I told him he was being rude to which he responded by shouting at me in front of the entire Business Class cabin and moving menacingly towards me until he came face to face with me in a threatening manner shouting at me. I was so taken aback and shocked I told him not to raise his voice at me that it was unnecessary and frankly wrong. He then called me the rude one and said he would have me taken off the flight if I didnt shut up. At this point my partner intervened and told him he had no right to talk to me in such a threatening manner as Id done nothing wrong as in fact he was the one with the anger issue. The cabin crew member then shouted at my partner too so I had to try and calm the situation down and asked the crew member to identify himself as he wasnt wearing a name badge. He refused to answer so I asked to speak to the senior cabin crew member to which he replied that it was him I therefore asked for his name and he refused to give it to me again. As space was found for my bag above my seat I asked him to help me lift my bag into it he refused and told me I have two hands and to do it myself I pointed out that my visibly bandaged right hand was broken I have a medical report to prove this too and that it was an unkind and discriminatory thing to say to a passenger to which he just laughed and stared at me with a sarcastic look. I then asked another crew member for help me but he would not help me either saying he wasnt allowed to touch passengers bags even though I then saw him help several other passengers with their bags and jackets. Finally my partner put my bag in the locker and I sat down completely shocked and frightened by what had just happened. He told me that the crew member in question was indeed the senior member and that he should have been wearing a badge. You can imagine what a terrible flight it was the senior crew member would strut down the aisle helping other passengers and bantering with them whilst shooting me horrible threatening looks I was too scared to even eat my dinner in case itd been tampered with as there was no trolley service whatsoever. We were only offered red wine the food was awful and there was no trolley service and nobody asked if we wanted to drink or eat something more. The seats were old as well and the film selection very poor. When we disembarked the senior member was at the door and refused to say goodbye just awful. We are frequent travellers and have never come across such dreadful behaviour in our lives. We shall never fly with Royal Jordanian again.,checkin_boarding_process_negative | inflight_experience_negative,0,-1,0,-1,0,0,2025-11-22 02:56:17.475495099
British Airways flight from Moscow to London on an old Boeing 777200 which needs replacing soon. Bar service and hot lunch served washroom was clean. Surprisingly this flight had no duty free which was there on my outbound flight to St Petersburgh. FAs were pleasant and friendly. Seats reasonably comfortable IFE was usual short haul programmes with flight map. British Airways Ranking,inflight_experience_positive,0,0,0,1,0,0,2025-11-22 03:02:03.144628925
The flight attendants are not very helpful when putting luggage in the overhead cabin. I asked one of the flight attendants to help me with my luggage but one of them said that If you cant manage to put your own luggage in the overhead cabin you put it in the hold. Two of the flight attendants face were very condescending. I expected respect and excellent service but didnt get it at all.,inflight_experience_negative | checkin_boarding_process_negative,0,-1,0,-1,0,0,2025-11-22 03:07:48.813762752
Thank you so much scoot ground service crew members in Penang with the help What happens was that I have forgotten about a souvenir small knife in my hand carry before board the flight they rushing to help me keep my souvenir knife into my small bag and help me check in the bag. Hence my souvenir is back with me. I truly appreciate the help by the ground crew.,checkin_boarding_process_positive,0,1,0,0,0,0,2025-11-22 03:13:34.482896579
A 5hour flight from Auckland to Papeete Business Class was more or less ruined by a seat that wouldnt budge from the takeofflanding bolt upright position and a fold out tray that didnt. The whole aircraft was looking very tired and tatty and badly in need of an upgrade. The Air Tahiti staff at the chaotic boarding gate in Auckland were rude and condescending although the flight attendants did the best they could in such a worn out old bus. Food was OK I dont expect cordon bleu on a plane but the wine choice was one cheap red or white. Take it or leave it. Entertainment was very limited too. I was told that of a fleet of 5 aircraft 4 have in fact been upgraded. I guess I found myself on the one that wasnt. Assuming the final aircraft is in fact given the major facelift it so badly needs then Id consider using Air Tahiti Nui again as a last resort but will take Air New Zealand if its an available alternative.,checkin_boarding_process_negative | inflight_experience_negative,0,-1,0,-1,0,0,2025-11-22 03:19:20.152030406
I purchased a ticket from Los Angeles to Tunis with a connecting flight in Paris. The security that allows people to board did not allow me to fly. I presented her with all the documentation needed to fly to enter Tunis. They claimed that I they would not let me fly because Im American and these are circumstances of covid 19 and I had to purchase a ticket. I wound up flying to Turkey where I had no problem flying to Tunis. Air France allowed me to fly from Los Angeles to Paris and then did not allow me to fly to Tunis My ticket to Tunis also had a returning flight back to the US which they canceled. I spoke with the manager in the Paris airport and she told me to figure out how Im going to get home. Air France also managed to lose my luggage. Up until now I have only gotten one of the two luggage. The entire experience was a complete nightmare I will never fly with Air France again.,checkin_boarding_process_negative | flight_delay_cancellation_negative | baggage_issues_negative,-1,-1,-1,0,0,0,2025-11-22 03:25:05.821164232
A word of warning avoid Loganair like the plague. More of a joke than an airline really. I lost a day of my trip when my outbound flight was cancelled. My inbound flight was delayed by 2.5 hours so I missed my onward flight last night. Next flight to Norwich is on Sunday so they wanted to put me in a hotel for two days. When I booked a flight for the next day on another airline and asked them to cancel my flight they then washed their hands of me and I had to sort my own hotel last night. This morning I arrived at the airport at 5.30am. Loganair have 5 flights on the departure board 3 of those are already delayed by an hour or more. Their staff dont seem to give a stuff I guess they deal with so many inconvenienced people that they are over it as well.,flight_delay_cancellation_negative | checkin_boarding_process_negative,-1,-1,0,0,0,0,2025-11-22 03:30:51.490298059
Flight to Doha was good. Qatar ground crew sent a message to arrive at the airport 4 hours before departure because of possible delays due construction. We arrived at the airport as instructed but there were no one at the check in counters. The counters were opened 3 hours before departure as usual. When I asked the Qatar agent on why we had to arrive 4 hours before departure she didnt know why and she opened the counters 3 hours before departure as scheduled. We requested for a wheel chair for 1 passenger when we booked the tickets but we had to go back to the agent to order a wheelchair. We waited at a designated spot but no one came. We went through security to the lounge where they promptly got us a wheelchair to get to the gate.,checkin_boarding_process_negative,0,-1,0,0,0,0,2025-11-22 03:36:37.159431886
Varna to Sofia. Flight delayed 4 hours with no explanation. Absolutely not acceptable. Do not recommend. My time not valued. Worst company ever. Do not recommend. Absolutely unacceptable paid 70 to get quicker instead spend extra 4 hours in the airport.,flight_delay_cancellation_negative | pricing_fees_negative,-1,0,0,0,-1,0,2025-11-22 03:42:22.828565713
This airline is a complete shambles We arrived at the airport our flight was delayed for 30 mins We then boarded the plane when we were all seated the captain mentioned there would be a short delay due to the tyre needing looked at which we now know this was just the excuse for not having enough staff for our flight. We sat in the plane for another hour then the captain came back with the real reason why we hadnt moved we are waiting on new cabin crew coming to the plane and we cant find them Theyre in the airport somewhere so please bear with us Really professional. After 3 hours of sitting on the plane we were then informed that they have found the cabin crew. Cabin crew entered the plane to applause from everyone however this little bit of joy was not too last. After 5 hours we taxied getting ready for take off then the plane engines stopped and we were informed that our flight was being cancelled We were then taken from the plane and led through everyone that were awaiting to board other flights like refugees it was embarrassing when we got to the Swiss port info desk we were then told that easyjet do not have an information desk at the airport anymore so there was no easyjet rep to explain anything We were then led to the luggage retrieval belt to wait on our luggage which took a further 2 hours to come out whilst waiting I noticed young children crying and elderly people so tired and stressed out lying in corners deflated. We were informed by the easyjet app that our whole holiday had been cancelled and we can apply for a full refund which Im still awaiting on and we could claim for compensation. This is were the plot thickens. We got home after 12 hours of stress the next morning I filled in a claim for compensation only to be told a day later that we our not entitled to any because the plane was grounded due to damage on the tyre Well if that was the case why leave us on damaged plane for 5 hours This is easyjets legal loophole to get away without paying out compensation claims. I sincerely hope they go bust because in my opinion this company are just about greed making as much money as they possibly can without a thought of the stress and anxiety that they put hard working families that have promised their kids a great holiday only to have that dream shattered. Easyjet you are a disgrace and I hope that someonegroup challenge these unscrupulous people in court.,flight_delay_cancellation_negative | checkin_boarding_process_negative | inflight_experience_negative,-1,-1,0,-1,0,0,2025-11-22 03:48:08.497699540
Exeter to Dalaman in May. Travelled several times with Onur Air you must remember what you are paying for the flight this is not BA each time I have flown I have found the staff courteous and polite. On one occasion I was unwell and was given extra legroom and was constantly checked. Some of the poor reviews here are petty with people expecting too much for the low price Im very happy to be an Onur customer and highly recommend them to anyone who wants a no frills flight.,inflight_experience_positive | pricing_fees_positive,0,0,0,1,1,0,2025-11-22 03:53:54.166833366
We have tried to get a refund for fully refundable tickets we purchased way back in 2020 for a trip that was canceled by the airline. It has been a very difficult process very hard to reach any live help. We paid 2293 for a trip that never materialized and after 3 years I am about to give up. It seems they definitely will not refund money unless they are forced.,flight_delay_cancellation_negative,-1,0,0,0,0,0,2025-11-22 03:59:39.835967193
I only carried a small backpack on my back and a gift bag for my grandchildren with two bears. The employee charged me 35 euros for the small gift bag. These people are prepared to rip you off. I will never return with this company. The mistreatment of passengers is unacceptable.,pricing_fees_negative | checkin_boarding_process_negative,0,-1,0,0,-1,0,2025-11-22 04:05:25.505101020
Absolutely basic service. However the staff seemed friendly and patient. My only real issue is the checkin method. You are charged extra if you dont check in online. This is fair enough as you are told in advance. However even using the Wizz Air App you are not given a boarding pass until you get to the airport where this is given at the desk on checking your passport. This is a right pain in the neck. It meant that although I had no hold luggage I had to stand in a very long queue waiting behind others checking in luggage just ot receive my boarding pass. As a 67 year old man with some hip problems this was very painful and very unnecessary as it would be simple to provide a no hold baggage desk with a shorter waiting time. And wouldnt cost anything either. A pity because otherwise is competes quite well with other low cost airlines,checkin_boarding_process_negative | pricing_fees_negative,0,-1,0,0,-1,0,2025-11-22 04:11:11.174234847
E Check in and Airport booth check in closed at 115 mark before departure makes you join a long long queue which will cause you to miss the one hour close before departure. After queuing plenty of time for boarding the plane with no check in luggage 50 minutes before departure just needing the ticket and Ground staff flat out refused to help. It seems as if they do not want you to board at all. Last time buying anything from Batik Air Malindo Air Lion Air no matter how cheap the tickets are.,checkin_boarding_process_negative | flight_delay_cancellation_negative | pricing_fees_negative,-1,-1,0,0,-1,0,2025-11-22 04:16:56.843368673
